,Marque,Model,Marque_Model,Prix,Mise_en_circulation,Puissance_fiscale,Kilometrage,Carburant,Boite_Vitesse,Gouvernorat
6302,Audi,A4,Audi A4,22500,2003,9,250000,Diesel,Manuelle,mahdia
6303,Audi,A4,Audi A4,22000,2002,9,270000,Diesel,Manuelle,mahdia
6304,Toyota,Hiace,Toyota Hiace,10000,2001,9,250000,Diesel,Manuelle,kairouan
6305,Haval,H6,Haval H6,65000,2017,9,69000,Essence,Automatique,nabeul
6306,Volkswagen,Golf6,Volkswagen Golf6,31500,2010,9,158000,Essence,Automatique,beja
6307,Mazda,Mazda6,Mazda Mazda6,80000,2015,9,56000,Essence,Automatique,medenine
6308,Volkswagen,PassatCc,Volkswagen PassatCc,52000,2010,9,126000,Essence,Automatique,sousse
6309,Ford,Fusion,Ford Fusion,85000,2016,9,30000,Essence,Automatique,nabeul
6310,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,43500,2009,9,209000,Essence,Automatique,sousse
6311,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,45000,2009,9,208000,Essence,Automatique,sousse
6312,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,60000,2012,9,228000,Essence,Manuelle,kairouan
6313,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,65000,2009,9,163000,Essence,Manuelle,monastir
6314,Volkswagen,Tiguan,Volkswagen Tiguan,36000,2008,9,191000,Essence,Manuelle,kasserine
6315,Ford,Fusion,Ford Fusion,72000,2016,9,35000,Essence,Manuelle,kairouan
6316,BMW,SÉRIE3,BMW SÉRIE3,31800,2006,9,190000,Essence,Manuelle,sousse
6317,MERCEDES-BENZ,ClasseE,MERCEDES-BENZ ClasseE,115000,2015,9,100000,Essence,Automatique,sfax
6318,MERCEDES-BENZ,CLASSECCOUPÉ,MERCEDES-BENZ CLASSECCOUPÉ,75000,2013,9,119000,Essence,Automatique,nabeul
6319,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,115000,2017,9,152000,Essence,Automatique,sousse
6320,Citroen,C5,Citroen C5,33000,2012,9,155000,Essence,Automatique,sousse
6321,Citroen,DS5,Citroen DS5,48000,2014,9,133000,Essence,Automatique,beja
6322,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,68000,2011,9,184202,Essence,Automatique,sfax
6323,Audi,A4,Audi A4,38000,2009,9,180000,Essence,Automatique,sfax
6324,Citroen,C5,Citroen C5,34000,2012,9,199000,Essence,Automatique,manouba
6325,Toyota,Rav4,Toyota Rav4,59000,2011,9,231500,Diesel,Automatique,sfax
6326,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,51000,2008,9,242000,Essence,Automatique,mahdia
6327,Audi,A4,Audi A4,38000,2009,9,258000,Essence,Manuelle,kef
6328,Ford,Fusion,Ford Fusion,62000,2016,9,138000,Essence,Automatique,beja
6329,BMW,SÉRIE5,BMW SÉRIE5,125000,2017,9,129000,Essence,Automatique,bizerte
6330,BMW,SÉRIE5,BMW SÉRIE5,135000,2016,9,98000,Essence,Automatique,sfax
6331,Renault,MASTER,Renault MASTER,31000,2011,9,300000,Diesel,Manuelle,kasserine
6332,BMW,SÉRIE3,BMW SÉRIE3,32000,2002,9,262000,Essence,Manuelle,sousse
6333,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,53000,2012,9,258000,Essence,Manuelle,sfax
6334,Haval,H2,Haval H2,72000,2018,9,67000,Essence,Automatique,sfax
6335,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,60300,2010,9,178000,Essence,Automatique,nabeul
6336,MERCEDES-BENZ,ClasseE,MERCEDES-BENZ ClasseE,105000,2015,9,100000,Essence,Automatique,sfax
6337,Peugeot,307,Peugeot 307,20000,2006,9,140000,Essence,Automatique,sfax
6338,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,63000,2014,9,181503,Essence,Manuelle,sfax
6339,Peugeot,508,Peugeot 508,36500,2012,9,73000,Essence,Manuelle,sousse
6340,Peugeot,308CC,Peugeot 308CC,27800,2011,9,179000,Essence,Manuelle,sousse
6341,MERCEDES-BENZ,ClasseE,MERCEDES-BENZ ClasseE,215000,2019,9,8900,Essence,Automatique,sousse
6342,Ssangyong,Kyron,Ssangyong Kyron,37500,2012,9,190000,Diesel,Manuelle,medenine
6343,IVECO,DAILY,IVECO DAILY,70000,2015,9,199000,Diesel,Manuelle,sidi-bouzid
6344,Peugeot,508,Peugeot 508,40000,2014,9,102000,Essence,Manuelle,monastir
6345,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,56000,2010,9,218600,Essence,Automatique,sfax
6346,Haval,H2,Haval H2,61000,2018,9,83000,Essence,Automatique,gabes
6347,BMW,SÉRIE3,BMW SÉRIE3,50000,2011,9,300000,Essence,Manuelle,nabeul
6348,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,54000,2009,9,212000,Essence,Automatique,monastir
6349,Citroen,C5,Citroen C5,31800,2013,9,200000,Essence,Manuelle,nabeul
6350,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,117000,2017,9,119000,Essence,Automatique,sousse
6351,Volkswagen,Tiguan,Volkswagen Tiguan,70000,2011,9,197000,Diesel,Automatique,beja
6352,Citroen,C5,Citroen C5,31000,2013,9,136000,Essence,Automatique,nabeul
6353,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,48948,2009,9,190000,Essence,Automatique,nabeul
6354,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,55000,2009,9,280000,Essence,Automatique,nabeul
6355,BMW,SÉRIE5,BMW SÉRIE5,150000,2017,9,50000,Essence,Automatique,sfax
6356,MERCEDES-BENZ,ClasseE,MERCEDES-BENZ ClasseE,210000,2017,9,7000,Essence,Automatique,nabeul
6357,MERCEDES-BENZ,ClasseE,MERCEDES-BENZ ClasseE,160000,2017,9,54000,Essence,Automatique,sousse
6358,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,54000,2010,9,168000,Essence,Automatique,monastir
6359,LADA,110,LADA 110,15000,1991,9,40000,Essence,Manuelle,nabeul
6360,Mazda,Bt50,Mazda Bt50,63000,2016,9,160000,Diesel,Manuelle,nabeul
6361,Citroen,C5,Citroen C5,26000,2011,9,150000,Essence,Manuelle,medenine
6362,Isuzu,Dmax,Isuzu Dmax,47500,2016,9,170000,Diesel,Manuelle,nabeul
6363,Peugeot,308,Peugeot 308,340000,2010,9,135000,Essence,Manuelle,manouba
6364,Mazda,Bt50,Mazda Bt50,72000,2017,9,170000,Diesel,Manuelle,bizerte
6365,Mitsubishi,Pajero,Mitsubishi Pajero,23500,2001,9,250000,Essence,Automatique,sfax
6366,Mitsubishi,Pajero,Mitsubishi Pajero,23500,2001,9,295000,Essence,Automatique,sfax
6367,Ford,Fusion,Ford Fusion,64000,2017,9,130000,Essence,Automatique,bizerte
6368,MERCEDES-BENZ,200,MERCEDES-BENZ 200,21500,1995,9,300000,Essence,Manuelle,sfax
6369,Volkswagen,Tiguan,Volkswagen Tiguan,37500,2009,9,224600,Essence,Manuelle,sousse
6370,MERCEDES-BENZ,C180,MERCEDES-BENZ C180,56000,2012,9,197000,Diesel,Manuelle,monastir
6371,MERCEDES-BENZ,220,MERCEDES-BENZ 220,62000,2013,9,182000,Diesel,Automatique,bizerte
6372,Isuzu,Dmax,Isuzu Dmax,38000,2018,9,110000,Diesel,Manuelle,sfax
6373,MERCEDES-BENZ,200,MERCEDES-BENZ 200,24000,1998,9,150000,Essence,Manuelle,benarous
6374,Volkswagen,Scirocco,Volkswagen Scirocco,29500,2010,9,150000,Essence,Automatique,monastir
6375,Nissan,Qashqai,Nissan Qashqai,34000,2010,9,195000,Diesel,Manuelle,nabeul
6376,Mazda,Bt50,Mazda Bt50,49000,2013,9,195000,Diesel,Manuelle,sfax
6377,Citroen,Bx,Citroen Bx,10000,2014,9,170000,Diesel,Manuelle,sfax
6378,Audi,A5,Audi A5,87000,2014,9,73000,Essence,Automatique,manouba
6379,MERCEDES-BENZ,220,MERCEDES-BENZ 220,36500,2003,9,300000,Diesel,Manuelle,nabeul
6380,Volkswagen,Tiguan,Volkswagen Tiguan,32000,2009,9,260000,Essence,Manuelle,sfax
6381,MERCEDES-BENZ,C200,MERCEDES-BENZ C200,28000,2002,9,170000,Essence,Manuelle,gabes
6382,Volkswagen,Golf,Volkswagen Golf,31500,2010,9,158000,Essence,Automatique,beja
6383,Citroen,C5,Citroen C5,34000,2013,9,76000,Essence,Automatique,manouba
6384,Citroen,DS5,Citroen DS5,57000,2015,9,60000,Essence,Automatique,sousse
6385,Opel,Frontera,Opel Frontera,25000,2000,9,270000,Diesel,Manuelle,benarous
6386,Hyundai,Santafe,Hyundai Santafe,85000,2008,9,70000,Diesel,Manuelle,sousse
6387,MERCEDES-BENZ,220,MERCEDES-BENZ 220,36000,2005,9,253000,Diesel,Automatique,sousse
6388,MERCEDES-BENZ,C180,MERCEDES-BENZ C180,55000,2010,9,170000,Essence,Automatique,medenine
6389,Volvo,S80,Volvo S80,60000,2013,9,123000,Essence,Automatique,benarous
6390,Isuzu,Dmax,Isuzu Dmax,42000,2015,9,255000,Diesel,Manuelle,benarous
6391,Peugeot,4008,Peugeot 4008,58000,2013,9,110000,Essence,Manuelle,gabes
6392,Ford,Mondeo,Ford Mondeo,32000,2012,9,240000,Essence,Manuelle,benarous
6393,MERCEDES-BENZ,220,MERCEDES-BENZ 220,75000,2010,9,145000,Essence,Automatique,beja
6394,Mazda,Mazda6,Mazda Mazda6,73000,2016,9,135000,Essence,Automatique,monastir
6395,Citroen,DS5,Citroen DS5,54000,2014,9,165000,Essence,Automatique,tozeur
6396,Ford,Fusion,Ford Fusion,65000,2016,9,108000,Essence,Manuelle,benarous
6397,Peugeot,508,Peugeot 508,30500,2012,9,200000,Diesel,Manuelle,medenine
6398,Citroen,C5,Citroen C5,23000,2010,9,193000,Diesel,Manuelle,benarous
6399,Volkswagen,Scirocco,Volkswagen Scirocco,29000,2010,9,200000,Diesel,Manuelle,benarous
6400,Audi,A6,Audi A6,32000,2009,9,220000,Essence,Automatique,benarous
6401,MERCEDES-BENZ,C180,MERCEDES-BENZ C180,25000,2002,9,250000,Diesel,Manuelle,benarous
6402,Citroen,C5,Citroen C5,13500,2002,9,260000,Diesel,Manuelle,benarous
6403,Citroen,C5,Citroen C5,33000,2012,9,155000,Essence,Automatique,sousse
6404,BMW,Série3318i,BMW Série3318i,32000,2002,9,262000,Essence,Manuelle,sousse
6405,MERCEDES-BENZ,ClasseEAvantgarde,MERCEDES-BENZ ClasseEAvantgarde,115000,2015,9,100000,Essence,Automatique,sfax
6406,MERCEDES-BENZ,ClasseE,MERCEDES-BENZ ClasseE,215000,2019,9,8900,Essence,Automatique,sousse
6407,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,115000,2017,9,152000,Essence,Automatique,sousse
6408,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,54000,2009,9,212000,Essence,Automatique,monastir
6409,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,55000,2009,9,280000,Essence,Automatique,nabeul
6410,IVECO,Daily70c15,IVECO Daily70c15,70000,2015,9,199000,Diesel,Manuelle,sidi-bouzid
6411,Volkswagen,Tiguan2.0TDI.4MOTION4×4,Volkswagen Tiguan2.0TDI.4MOTION4×4,70000,2011,9,197000,Diesel,Automatique,beja
6412,Peugeot,508,Peugeot 508,40000,2014,9,102000,Essence,Manuelle,monastir
6413,Peugeot,308ccEssence,Peugeot 308ccEssence,27800,2011,9,179000,Essence,Manuelle,sousse
6414,BMW,Série5,BMW Série5,125000,2017,9,129000,Essence,Automatique,bizerte
6415,MERCEDES-BENZ,ClasseCcoupé9,MERCEDES-BENZ ClasseCcoupé9,75000,2013,9,119000,Essence,Automatique,nabeul
6416,Haval,H2,Haval H2,61000,2018,9,83000,Essence,Automatique,gabes
6417,Citroen,C5Essence,Citroen C5Essence,31800,2013,9,200000,Essence,Manuelle,nabeul
6418,BMW,Série5PACKMSPORT,BMW Série5PACKMSPORT,135000,2016,9,98000,Essence,Automatique,sfax
6419,MERCEDES-BENZ,ClasseE180,MERCEDES-BENZ ClasseE180,160000,2017,9,54000,Essence,Automatique,sousse
6420,Citroen,C5,Citroen C5,31000,2013,9,136000,Essence,Automatique,nabeul
6421,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,117000,2017,9,119000,Essence,Automatique,sousse
6422,BMW,Série3,BMW Série3,50000,2011,9,300000,Essence,Manuelle,nabeul
6423,MERCEDES-BENZ,ClasseEExclusive,MERCEDES-BENZ ClasseEExclusive,210000,2017,9,7000,Essence,Automatique,nabeul
6424,MERCEDES-BENZ,ClasseC180,MERCEDES-BENZ ClasseC180,53000,2012,9,258000,Essence,Manuelle,sfax
6425,MERCEDES-BENZ,ClasseCMoteurd'origine,MERCEDES-BENZ ClasseCMoteurd'origine,63000,2014,9,181503,Essence,Manuelle,sfax
6426,MERCEDES-BENZ,ClasseCC180AVANTGARDE,MERCEDES-BENZ ClasseCC180AVANTGARDE,68000,2011,9,184202,Essence,Automatique,sfax
6427,Peugeot,307,Peugeot 307,20000,2006,9,140000,Essence,Automatique,sfax
6428,Haval,H2H2,Haval H2H2,72000,2018,9,67000,Essence,Automatique,sfax
6429,MERCEDES-BENZ,ClasseCC180kompressor,MERCEDES-BENZ ClasseCC180kompressor,60300,2010,9,178000,Essence,Automatique,nabeul
6430,Audi,A4,Audi A4,38000,2009,9,258000,Essence,Manuelle,kef
6431,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,51000,2008,9,242000,Essence,Automatique,mahdia
6432,Citroen,C51.6,Citroen C51.6,34000,2012,9,199000,Essence,Automatique,manouba
6433,Ssangyong,KyronM200XDI9ch4x4,Ssangyong KyronM200XDI9ch4x4,37500,2012,9,190000,Diesel,Manuelle,medenine
6434,BMW,Série5,BMW Série5,150000,2017,9,50000,Essence,Automatique,sfax
6435,Toyota,Rav4,Toyota Rav4,59000,2011,9,231500,Diesel,Automatique,sfax
6436,MERCEDES-BENZ,ClasseEAvantgarde,MERCEDES-BENZ ClasseEAvantgarde,105000,2015,9,100000,Essence,Automatique,sfax
6437,Audi,A41.8T,Audi A41.8T,38000,2009,9,180000,Essence,Automatique,sfax
6438,Ford,"Fusion1,5ecoboost","Ford Fusion1,5ecoboost",62000,2016,9,138000,Essence,Automatique,beja
6439,MERCEDES-BENZ,ClasseC180BlueEfficiency,MERCEDES-BENZ ClasseC180BlueEfficiency,54000,2010,9,168000,Essence,Automatique,monastir
6440,MERCEDES-BENZ,ClasseCC180blueefficiency,MERCEDES-BENZ ClasseCC180blueefficiency,48948,2009,9,190000,Essence,Automatique,nabeul
6441,Peugeot,508,Peugeot 508,36500,2012,9,73000,Essence,Manuelle,sousse
6442,MERCEDES-BENZ,ClasseCC180W204Kompressor,MERCEDES-BENZ ClasseCC180W204Kompressor,56000,2010,9,218600,Essence,Automatique,sfax
6443,Renault,MASTER,Renault MASTER,31000,2011,9,300000,Diesel,Manuelle,kasserine
6444,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,39500,2008,9,200000,Essence,Manuelle,monastir
6445,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,29000,2005,9,290000,Essence,Manuelle,monastir
6446,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,45000,2010,9,167000,Essence,Manuelle,sfax
6447,Peugeot,407,Peugeot 407,27500,2010,9,260000,Essence,Manuelle,sousse
6448,Citroen,C5,Citroen C5,32000,2012,9,199000,Essence,Automatique,manouba
6449,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,51000,2009,9,242000,Essence,Automatique,mahdia
6450,Ford,Fusion,Ford Fusion,60000,2018,9,105000,Essence,Manuelle,kef
6451,Fiat,DUCATO,Fiat DUCATO,13000,2000,9,250000,Diesel,Manuelle,sfax
6452,Volkswagen,Golf,Volkswagen Golf,37000,2010,9,159000,Essence,Manuelle,sfax
6453,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,48000,2011,9,190000,Essence,Automatique,sousse
6454,CHERY,Tiggo,CHERY Tiggo,80000,2019,9,29000,Essence,Automatique,sfax
6455,MAHINDRA,Hover,MAHINDRA Hover,30000,2015,9,70000,Diesel,Manuelle,nabeul
6456,Citroen,C5,Citroen C5,30500,2013,9,200000,Essence,Manuelle,nabeul
6457,Peugeot,508,Peugeot 508,35000,2011,9,268000,Essence,Manuelle,nabeul
6458,Peugeot,407,Peugeot 407,28000,2007,9,238000,Essence,Manuelle,medenine
6459,Mitsubishi,L200,Mitsubishi L200,19500,2001,9,5000,Diesel,Manuelle,manouba
6460,Ford,Fusion,Ford Fusion,63000,2017,9,14000,Essence,Automatique,bizerte
6461,Volkswagen,Golf,Volkswagen Golf,80000,2014,9,140000,Essence,Automatique,medenine
6462,MERCEDES-BENZ,ClasseA,MERCEDES-BENZ ClasseA,67500,2009,9,180000,Diesel,Automatique,manouba
6463,Audi,A4,Audi A4,38000,2010,9,180000,Essence,Automatique,sfax
6464,Volkswagen,Passat,Volkswagen Passat,18700,1999,9,202000,Essence,Automatique,kasserine
6465,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,39500,2008,9,199000,Essence,Manuelle,monastir
6466,Mazda,6,Mazda 6,62000,2014,9,110000,Essence,Automatique,sousse
6467,Mazda,6,Mazda 6,60500,2015,9,160000,Essence,Automatique,sfax
6468,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,37000,2005,9,250000,Essence,Manuelle,sousse
6469,Fiat,DUCATO,Fiat DUCATO,27000,2010,9,250000,Diesel,Manuelle,sfax
6470,BMW,Serie3GT,BMW Serie3GT,30000,2008,9,300000,Diesel,Manuelle,nabeul
6471,Volkswagen,Tiguan,Volkswagen Tiguan,33500,2009,9,200000,Essence,Manuelle,sousse
6472,Peugeot,407,Peugeot 407,21500,2006,9,137000,Essence,Manuelle,sfax
6473,Ford,Fusion,Ford Fusion,45000,2016,9,270000,Essence,Manuelle,nabeul
6474,Opel,Vectra,Opel Vectra,11500,1996,9,122000,Essence,Manuelle,manouba
6475,BMW,SERIE5,BMW SERIE5,32000,2009,9,280000,Essence,Manuelle,sousse
6476,Volkswagen,Scirocco,Volkswagen Scirocco,29500,2010,9,160000,Essence,Automatique,gafsa
6477,Peugeot,508,Peugeot 508,35000,2012,9,174000,Essence,Manuelle,monastir
6478,Volkswagen,Golf6,Volkswagen Golf6,30000,2010,9,138000,Essence,Automatique,nabeul
6479,Mazda,E2000,Mazda E2000,8500,2004,9,250000,Diesel,Manuelle,manouba
6480,Volkswagen,Passat,Volkswagen Passat,47000,2012,9,182000,Essence,Automatique,gafsa
6481,MERCEDES-BENZ,ClasseE,MERCEDES-BENZ ClasseE,23500,2002,9,300000,Diesel,Manuelle,sousse
6482,Citroen,C5,Citroen C5,33000,2012,9,155000,Essence,Automatique,sousse
6483,Mitsubishi,L200,Mitsubishi L200,33000,1999,9,260000,Diesel,Manuelle,medenine
6484,Volkswagen,Tiguan,Volkswagen Tiguan,53000,2009,9,209000,Diesel,Automatique,sousse
6485,Toyota,Rav4,Toyota Rav4,215000,2002,9,223000,Essence,Automatique,kasserine
6486,Lexus,LX570,Lexus LX570,35000,2017,9,19000,Essence,Automatique,nabeul
6487,Volkswagen,Scirocco,Volkswagen Scirocco,25000,2011,9,16000,Essence,Automatique,zaghouan
6488,MERCEDES-BENZ,E220,MERCEDES-BENZ E220,35000,2015,9,300000,Diesel,Manuelle,sousse
6489,TATA,Xenon,TATA Xenon,32000,2012,9,60000,Diesel,Manuelle,zaghouan
6490,Citroen,DS5,Citroen DS5,67000,2015,9,55000,Essence,Automatique,nabeul
6491,Land-Rover,Discovery,Land-Rover Discovery,170000,2016,9,97000,Diesel,Automatique,benarous
6492,MERCEDES-BENZ,220,MERCEDES-BENZ 220,41500,2005,9,290000,Diesel,Manuelle,benarous
6493,Citroen,DS5,Citroen DS5,48000,2014,9,180000,Essence,Automatique,benarous
6494,Volkswagen,PassatCc,Volkswagen PassatCc,39000,2010,9,217000,Essence,Automatique,benarous
6495,Peugeot,407,Peugeot 407,28000,2006,9,100000,Essence,Automatique,benarous
6496,Citroen,DS5,Citroen DS5,55000,2014,9,140000,Essence,Automatique,benarous
6497,Citroen,DS5,Citroen DS5,59000,2014,9,130000,Essence,Automatique,benarous
6498,Mazda,Mazda6,Mazda Mazda6,60000,2014,9,73000,Essence,Automatique,benarous
6499,BMW,SERIE5,BMW SERIE5,98000,2014,9,73000,Essence,Automatique,benarous
6500,Peugeot,508,Peugeot 508,35000,2011,9,207000,Essence,Manuelle,benarous
6501,Peugeot,508,Peugeot 508,34000,2012,9,128000,Essence,Manuelle,benarous
6502,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,59500,2014,9,132000,Essence,Manuelle,benarous
6503,Audi,A4,Audi A4,41500,2009,9,84000,Essence,Manuelle,benarous
6504,MERCEDES-BENZ,ClasseE,MERCEDES-BENZ ClasseE,90000,2014,9,132000,Essence,Manuelle,benarous
6505,Peugeot,407,Peugeot 407,21500,2005,9,186000,Essence,Manuelle,benarous
6506,Ford,Mondeo,Ford Mondeo,28500,2012,9,122000,Essence,Manuelle,benarous
6507,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,69500,2014,9,132000,Essence,Manuelle,benarous
6508,MG,GS,MG GS,66500,2017,9,81000,Essence,Automatique,benarous
6509,ALFA,ROMEOGIULIETTA,ALFA ROMEOGIULIETTA,43500,2011,9,114000,Essence,Automatique,benarous
6510,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,42000,1999,9,150000,Essence,Manuelle,benarous
6511,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,42000,2010,9,256000,Essence,Manuelle,benarous
6512,Toyota,LandCruiser,Toyota LandCruiser,110000,2010,9,270000,Diesel,Manuelle,benarous
6513,Peugeot,407,Peugeot 407,28000,2006,9,100000,Essence,Automatique,benarous
6514,Seat,TARRACO,Seat TARRACO,45000,2021,9,42000,Essence,Automatique,benarous
6515,Peugeot,508,Peugeot 508,29900,2012,9,128000,Essence,Manuelle,benarous
6516,MERCEDES-BENZ,ClasseE,MERCEDES-BENZ ClasseE,74000,2012,9,223000,Diesel,Automatique,benarous
6517,Peugeot,508,Peugeot 508,35000,2011,9,207000,Essence,Manuelle,benarous
6518,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,59500,2014,9,170000,Essence,Manuelle,benarous
6519,BMW,SÉRIE5,BMW SÉRIE5,105900,2014,9,149000,Essence,Automatique,benarous
6520,Mazda,BT-50,Mazda BT-50,69000,2017,9,138000,Diesel,Manuelle,benarous
6521,DFSK,K01,DFSK K01,28000,2019,9,49000,Essence,Manuelle,benarous
6522,Land-Rover,DISCOVERYSPORT,Land-Rover DISCOVERYSPORT,170000,2016,9,97000,Diesel,Automatique,benarous
6523,Mazda,BT-50,Mazda BT-50,69900,2015,9,178000,Diesel,Manuelle,benarous
6524,MERCEDES-BENZ,ClasseE,MERCEDES-BENZ ClasseE,90000,2014,9,132000,Essence,Automatique,benarous
6525,Mazda,BT-50,Mazda BT-50,82000,2018,9,92000,Diesel,Manuelle,benarous
6526,Volkswagen,Passat,Volkswagen Passat,49000,2013,9,204000,Essence,Automatique,benarous
6527,Volkswagen,PassatCc,Volkswagen PassatCc,39000,2010,9,217000,Essence,Automatique,benarous
6528,Volkswagen,PassatCc,Volkswagen PassatCc,43000,2011,9,129000,Essence,Automatique,benarous
6529,Haval,H6,Haval H6,99000,2020,9,8000,Essence,Automatique,benarous
6530,Citroen,DS4,Citroen DS4,35900,2012,9,135000,Essence,Automatique,benarous
6531,Haval,H6,Haval H6,67500,2017,9,88000,Essence,Automatique,benarous
6532,BMW,X1,BMW X1,65000,2012,9,115000,Essence,Automatique,benarous
6533,BMW,SÉRIE5,BMW SÉRIE5,58500,2009,9,129000,Essence,Automatique,benarous
6534,Audi,A5COUPÉ,Audi A5COUPÉ,77000,2013,9,145000,Diesel,Automatique,benarous
6535,MG,GS,MG GS,65900,2017,9,105000,Essence,Automatique,benarous
6536,Peugeot,508,Peugeot 508,54500,2016,9,95000,Essence,Automatique,benarous
6537,MG,GS,MG GS,65000,2017,9,115000,Essence,Automatique,benarous
6538,Peugeot,508,Peugeot 508,37000,2012,9,162000,Essence,Manuelle,benarous
6539,Haval,H6,Haval H6,88000,2019,9,60000,Essence,Automatique,benarous
6540,Mazda,CX-5,Mazda CX-5,75000,2016,9,110700,Essence,Automatique,benarous
6541,Peugeot,407,Peugeot 407,19500,2005,9,186000,Diesel,Manuelle,benarous
6542,Haval,H6Trèsbien,Haval H6Trèsbien,88000,2019,9,60000,Essence,Automatique,benarous
6543,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,56000,2010,9,229000,Essence,Automatique,benarous
6544,Peugeot,508508GtLine,Peugeot 508508GtLine,54500,2016,9,95000,Essence,Automatique,benarous
6545,MG,"GS1.5,170CVDIN","MG GS1.5,170CVDIN",65000,2017,9,115000,Essence,Automatique,benarous
6546,Haval,H61.5T143CV,Haval H61.5T143CV,67500,2017,9,88000,Essence,Automatique,benarous
6547,BMW,Série52.0,BMW Série52.0,58500,2009,9,129000,Essence,Automatique,benarous
6548,BMW,X1,BMW X1,65000,2012,9,115000,Essence,Automatique,benarous
6549,Audi,A5Coupé2.0TDI180CHBVA,Audi A5Coupé2.0TDI180CHBVA,77000,2013,9,145000,Diesel,Automatique,benarous
6550,Peugeot,508,Peugeot 508,37000,2012,9,162000,Essence,Manuelle,benarous
6551,MG,GS1.5,MG GS1.5,65900,2017,9,105000,Essence,Automatique,benarous
6552,Volkswagen,Passat,Volkswagen Passat,45000,2009,9,142000,Essence,Manuelle,benarous
6553,Volkswagen,PassatCc,Volkswagen PassatCc,40000,2011,9,130000,Essence,Automatique,benarous
6554,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,67000,2011,9,186000,Essence,Automatique,benarous
6555,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,60000,2009,9,195000,Essence,Automatique,benarous
6556,Autres,Autres,Autres Autres,67500,2017,9,90000,Essence,Automatique,benarous
6557,Fiat,Scudo,Fiat Scudo,13800,1998,9,220000,Diesel,Manuelle,benarous
6558,Autres,Autres,Autres Autres,90000,2019,9,40000,Essence,Automatique,benarous
6559,Ford,Fusion,Ford Fusion,68000,2019,9,112000,Essence,Manuelle,benarous
6560,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,60000,2010,9,210000,Essence,Automatique,benarous
6561,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,73000,2011,9,186000,Essence,Automatique,benarous
6562,BMW,SERIE3,BMW SERIE3,26000,2005,9,220000,Essence,Manuelle,benarous
6563,Volkswagen,Tiguan,Volkswagen Tiguan,75000,2014,9,237928,Diesel,Automatique,benarous
6564,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,39500,2010,9,250000,Essence,Manuelle,benarous
6565,BMW,SERIE3,BMW SERIE3,27000,2006,9,220000,Essence,Manuelle,benarous
6566,MERCEDES-BENZ,ClasseC,MERCEDES-BENZ ClasseC,48000,2011,9,167000,Essence,Manuelle,benarous
6567,Peugeot,508,Peugeot 508,60000,2015,9,67500,Essence,Manuelle,benarous
6568,MERCEDES-BENZ,GL320,MERCEDES-BENZ GL320,55000,2016,9,38000,Diesel,Automatique,benarous
6569,Land-Rover,FREELANDER,Land-Rover FREELANDER,32700,2005,9,98000,Essence,Manuelle,benarous
