,Marque,Model,Marque_Model,Prix,Mise_en_circulation,Puissance_fiscale,Kilometrage,Carburant,Boite_Vitesse,Gouvernorat
0,Volkswagen,Golf7,Volkswagen Golf7,55000,2016,5,114000,Essence,Manuelle,tunis
1,Volkswagen,Golf7,Volkswagen Golf7,68900,2017,5,72000,Essence,Manuelle,tunis
2,Volkswagen,Golf7,Volkswagen Golf7,53000,2014,5,153000,Essence,Manuelle,tunis
3,Volkswagen,Polo7,Volkswagen Polo7,24000,2010,5,272000,Essence,Manuelle,tunis
4,Volkswagen,Golf7,Volkswagen Golf7,52000,2015,5,130000,Essence,Manuelle,tunis
5,Volkswagen,Polo,Volkswagen Polo,27600,2012,5,230000,Essence,Manuelle,tunis
6,Volkswagen,Polo7,Volkswagen Polo7,25000,2011,5,180000,Essence,Manuelle,tunis
7,Volkswagen,Polo,Volkswagen Polo,33500,2014,5,111000,Essence,Manuelle,tunis
8,Volkswagen,Polo7,Volkswagen Polo7,22800,2011,5,119000,Essence,Manuelle,tunis
9,Volkswagen,Golf5,Volkswagen Golf5,26000,2005,5,212000,Essence,Manuelle,tunis
10,Volkswagen,Polo,Volkswagen Polo,28000,2014,5,69500,Essence,Manuelle,tunis
11,Volkswagen,Polo7,Volkswagen Polo7,15000,2010,5,190000,Essence,Manuelle,tunis
12,Volkswagen,Golf7,Volkswagen Golf7,40000,2014,5,60000,Essence,Manuelle,tunis
13,Volkswagen,Golf6,Volkswagen Golf6,26000,2010,5,130000,Essence,Manuelle,tunis
14,Volkswagen,Golf6,Volkswagen Golf6,35500,2012,5,93100,Essence,Manuelle,tunis
15,Volkswagen,Golf6,Volkswagen Golf6,37500,2012,5,57500,Essence,Manuelle,tunis
16,Volkswagen,Golf5,Volkswagen Golf5,25000,2008,5,150000,Essence,Manuelle,tunis
17,Volkswagen,Golf6,Volkswagen Golf6,31000,2010,5,162000,Essence,Manuelle,tunis
18,Volkswagen,Passat,Volkswagen Passat,36500,2010,5,260000,Diesel,Manuelle,tunis
19,Volkswagen,Golf7,Volkswagen Golf7,45800,2012,5,109000,Diesel,Manuelle,tunis
20,Volkswagen,Golf6,Volkswagen Golf6,31500,2010,5,130000,Diesel,Manuelle,tunis
21,Volkswagen,Golf7,Volkswagen Golf7,52000,2014,5,53000,Essence,Automatique,tunis
22,Volkswagen,Golf7,Volkswagen Golf7,66500,2016,5,72000,Essence,Manuelle,tunis
23,Volkswagen,Golf7,Volkswagen Golf7,63000,2017,5,75000,Essence,Manuelle,tunis
24,Volkswagen,Caddy,Volkswagen Caddy,71000,2017,5,150000,Essence,Manuelle,tunis
25,Volkswagen,Polo,Volkswagen Polo,27000,2014,5,207000,Essence,Manuelle,tunis
26,Volkswagen,Polo,Volkswagen Polo,30000,2013,5,129000,Essence,Manuelle,tunis
27,Volkswagen,Golf7,Volkswagen Golf7,46000,2014,5,160000,Essence,Manuelle,tunis
28,Volkswagen,Golf7,Volkswagen Golf7,63000,2016,5,86500,Essence,Manuelle,tunis
29,Volkswagen,POLOSEDAN,Volkswagen POLOSEDAN,36000,2015,5,99000,Essence,Manuelle,tunis
30,Volkswagen,Golf7,Volkswagen Golf7,47500,2013,5,160000,Essence,Manuelle,tunis
31,Volkswagen,Golf7,Volkswagen Golf7,105000,2019,5,150000,Essence,Automatique,tunis
32,Volkswagen,Caddy,Volkswagen Caddy,43000,2018,5,115000,Diesel,Manuelle,tunis
33,Volkswagen,Golf7,Volkswagen Golf7,61000,2013,5,97000,Essence,Manuelle,tunis
34,Volkswagen,Golf6,Volkswagen Golf6,38000,2010,5,146000,Essence,Manuelle,tunis
35,Volkswagen,Golf6,Volkswagen Golf6,48000,2011,5,59000,Essence,Manuelle,tunis
36,Volkswagen,Golf7,Volkswagen Golf7,50000,2015,5,160000,Essence,Manuelle,tunis
37,Volkswagen,Golf7,Volkswagen Golf7,55000,2014,5,130000,Essence,Manuelle,tunis
38,Volkswagen,Golf7,Volkswagen Golf7,47200,2014,5,170000,Essence,Manuelle,tunis
39,Volkswagen,Passat,Volkswagen Passat,48500,2012,5,240000,Diesel,Manuelle,tunis
40,Volkswagen,Golf7,Volkswagen Golf7,63000,2016,5,72000,Essence,Manuelle,tunis
41,Volkswagen,Golf7,Volkswagen Golf7,70500,2018,5,29000,Essence,Manuelle,tunis
42,Volkswagen,Polo,Volkswagen Polo,17000,2006,5,300000,Essence,Manuelle,tunis
43,Volkswagen,Golf6,Volkswagen Golf6,40000,2010,5,230000,Diesel,Manuelle,tunis
44,Volkswagen,Golf6,Volkswagen Golf6,47800,2010,5,34000,Essence,Manuelle,tunis
45,Volkswagen,Golf7,Volkswagen Golf7,50000,2013,5,107000,Essence,Manuelle,tunis
46,Volkswagen,Golf7,Volkswagen Golf7,68900,2017,5,72000,Essence,Manuelle,tunis
47,Volkswagen,Caddy,Volkswagen Caddy,50000,2018,5,61000,Diesel,Manuelle,tunis
48,Volkswagen,Golf7,Volkswagen Golf7,92000,2018,5,88000,Essence,Manuelle,tunis
49,Volkswagen,Golf,Volkswagen Golf,44000,2014,5,136000,Essence,Manuelle,tunis
50,Volkswagen,Caddy,Volkswagen Caddy,43000,2018,5,115000,Diesel,Manuelle,tunis
51,Volkswagen,Golf,Volkswagen Golf,38800,2011,5,109300,Essence,Manuelle,tunis
52,Volkswagen,Passat,Volkswagen Passat,46500,2011,5,188000,Diesel,Manuelle,tunis
53,Volkswagen,Polo,Volkswagen Polo,39000,2017,5,81000,Essence,Manuelle,tunis
54,Volkswagen,Golf,Volkswagen Golf,54000,2014,5,114000,Essence,Manuelle,tunis
55,Volkswagen,Polo,Volkswagen Polo,25500,2014,5,197000,Essence,Manuelle,tunis
56,Volkswagen,Golf,Volkswagen Golf,40000,2012,5,178000,Essence,Manuelle,tunis
57,Volkswagen,Golf,Volkswagen Golf,40000,2011,5,151000,Essence,Manuelle,tunis
58,Volkswagen,Polo,Volkswagen Polo,24000,2010,5,161000,Essence,Manuelle,tunis
59,Volkswagen,Polo,Volkswagen Polo,24000,2010,5,274000,Essence,Manuelle,tunis
60,Volkswagen,Polo,Volkswagen Polo,18000,2008,5,168000,Diesel,Manuelle,tunis
61,Volkswagen,Golf,Volkswagen Golf,17500,2001,5,285900,Diesel,Manuelle,tunis
62,Volkswagen,Polo,Volkswagen Polo,25000,2010,5,189694,Essence,Manuelle,tunis
63,Volkswagen,Golf,Volkswagen Golf,47000,2013,5,120000,Essence,Manuelle,tunis
64,Volkswagen,Golf,Volkswagen Golf,56000,2014,5,138000,Essence,Manuelle,tunis
65,Volkswagen,Golf,Volkswagen Golf,68000,2015,5,102000,Essence,Manuelle,tunis
66,Volkswagen,Polo,Volkswagen Polo,24000,2010,5,158000,Essence,Manuelle,tunis
67,Volkswagen,Golf,Volkswagen Golf,54000,2014,5,100000,Essence,Manuelle,tunis
68,Volkswagen,Golf,Volkswagen Golf,43000,2013,5,155000,Diesel,Manuelle,tunis
69,Volkswagen,Golf,Volkswagen Golf,47500,2013,5,99500,Essence,Manuelle,tunis
70,Volkswagen,Golf,Volkswagen Golf,35500,2011,5,183000,Essence,Manuelle,tunis
71,Volkswagen,Polo,Volkswagen Polo,17000,2009,5,19000,Essence,Manuelle,tunis
72,Volkswagen,Golf,Volkswagen Golf,15000,2012,5,150000,Diesel,Manuelle,tunis
73,Volkswagen,Polo,Volkswagen Polo,26000,2012,5,120000,Essence,Manuelle,tunis
74,Volkswagen,Golf7,Volkswagen Golf7,59500,2016,5,70000,Diesel,Manuelle,tunis
75,Volkswagen,Golf,Volkswagen Golf,46000,2013,5,193000,Diesel,Manuelle,tunis
76,Volkswagen,Polo,Volkswagen Polo,13000,2005,5,260000,Diesel,Manuelle,tunis
77,Volkswagen,Golf75cv,Volkswagen Golf75cv,46000,2014,5,160000,Essence,Manuelle,tunis
78,Volkswagen,"Golf61,4","Volkswagen Golf61,4",38000,2010,5,146000,Essence,Manuelle,tunis
79,Volkswagen,Polo,Volkswagen Polo,30000,2013,5,129000,Essence,Manuelle,tunis
80,Volkswagen,Golf6,Volkswagen Golf6,48000,2011,5,59000,Essence,Manuelle,tunis
81,Volkswagen,Passat1.6,Volkswagen Passat1.6,48500,2012,5,240000,Diesel,Manuelle,tunis
82,Volkswagen,Golf7SmartLine110cv,Volkswagen Golf7SmartLine110cv,63000,2016,5,86500,Essence,Manuelle,tunis
83,Volkswagen,Caddy4cylindres|102ch,Volkswagen Caddy4cylindres|102ch,50000,2018,5,61000,Diesel,Manuelle,tunis
84,Volkswagen,Golf7SmartLine1.2tsi5CV2017,Volkswagen Golf7SmartLine1.2tsi5CV2017,68900,2017,5,72000,Essence,Manuelle,tunis
85,Volkswagen,Golf61.6ttdiblumotionCAYC,Volkswagen Golf61.6ttdiblumotionCAYC,40000,2010,5,230000,Diesel,Manuelle,tunis
86,Volkswagen,Golf7R-LINE,Volkswagen Golf7R-LINE,105000,2019,5,150000,Essence,Automatique,tunis
87,Volkswagen,Golf71.2tsi,Volkswagen Golf71.2tsi,50000,2013,5,107000,Essence,Manuelle,tunis
88,Volkswagen,PoloSedanExcellenteétat,Volkswagen PoloSedanExcellenteétat,36000,2015,5,99000,Essence,Manuelle,tunis
89,Volkswagen,Golf71.0Essence,Volkswagen Golf71.0Essence,70500,2018,5,29000,Essence,Manuelle,tunis
90,Volkswagen,Golf6,Volkswagen Golf6,47800,2010,5,34000,Essence,Manuelle,tunis
91,Volkswagen,Golf7TSI,Volkswagen Golf7TSI,47200,2014,5,170000,Essence,Manuelle,tunis
92,Volkswagen,Golf71.2TSIv2016Phase2,Volkswagen Golf71.2TSIv2016Phase2,63000,2016,5,72000,Essence,Manuelle,tunis
93,Volkswagen,Polo,Volkswagen Polo,17000,2006,5,300000,Essence,Manuelle,tunis
94,Volkswagen,Golf7CUP,Volkswagen Golf7CUP,55000,2014,5,130000,Essence,Manuelle,tunis
95,Volkswagen,Golf7Comfortline1.2TSIboite6,Volkswagen Golf7Comfortline1.2TSIboite6,47500,2013,5,160000,Essence,Manuelle,tunis
96,Volkswagen,Golf71.2,Volkswagen Golf71.2,50000,2015,5,160000,Essence,Manuelle,tunis
97,Volkswagen,Caddy1.6,Volkswagen Caddy1.6,43000,2018,5,115000,Diesel,Manuelle,tunis
98,Volkswagen,Golf7Rline,Volkswagen Golf7Rline,92000,2018,5,88000,Essence,Manuelle,tunis
99,Volkswagen,Golf7,Volkswagen Golf7,61000,2013,5,97000,Essence,Manuelle,tunis
100,Volkswagen,Polo,Volkswagen Polo,11500,1996,5,6000,Essence,Manuelle,tunis
101,Volkswagen,Polo,Volkswagen Polo,23000,2012,5,170000,Essence,Manuelle,tunis
102,Volkswagen,Golf7,Volkswagen Golf7,44000,2014,5,137000,Essence,Manuelle,tunis
103,Volkswagen,Golf7,Volkswagen Golf7,56000,2019,5,27000,Essence,Manuelle,tunis
104,Volkswagen,Golf,Volkswagen Golf,38500,2010,5,225000,Diesel,Automatique,tunis
105,Volkswagen,Polo,Volkswagen Polo,27000,2010,5,170000,Essence,Manuelle,tunis
106,Volkswagen,Polo,Volkswagen Polo,19500,2007,5,223000,Essence,Manuelle,tunis
107,Volkswagen,Golf7,Volkswagen Golf7,55000,2016,5,109000,Essence,Manuelle,tunis
108,Volkswagen,Golf7,Volkswagen Golf7,46400,2014,5,154000,Essence,Manuelle,tunis
109,Volkswagen,Polo,Volkswagen Polo,18300,2006,5,200000,Essence,Manuelle,tunis
110,Volkswagen,Golf,Volkswagen Golf,36500,2012,5,270000,Essence,Manuelle,tunis
111,Volkswagen,Polo,Volkswagen Polo,15400,2008,5,280000,Diesel,Manuelle,tunis
112,Volkswagen,Caddy,Volkswagen Caddy,38500,2016,5,87600,Diesel,Manuelle,tunis
113,Volkswagen,Polo,Volkswagen Polo,11500,1996,5,5000,Essence,Manuelle,tunis
114,Volkswagen,Polo,Volkswagen Polo,15700,2003,5,249000,Essence,Manuelle,tunis
115,Volkswagen,Polo,Volkswagen Polo,22000,2012,5,154000,Essence,Manuelle,tunis
116,Volkswagen,Polo,Volkswagen Polo,16300,2002,5,178000,Essence,Manuelle,tunis
117,Volkswagen,Polo,Volkswagen Polo,23500,2012,5,170000,Essence,Manuelle,tunis
118,Volkswagen,Golf,Volkswagen Golf,47500,2014,5,145000,Essence,Manuelle,tunis
119,Volkswagen,Polo,Volkswagen Polo,33000,2016,5,94000,Essence,Manuelle,tunis
120,Volkswagen,Golf7,Volkswagen Golf7,46500,2013,5,153000,Essence,Manuelle,tunis
121,Volkswagen,Polo,Volkswagen Polo,15500,2004,5,28000,Essence,Manuelle,tunis
122,Volkswagen,Caddy,Volkswagen Caddy,33000,2015,5,263000,Diesel,Manuelle,tunis
123,Volkswagen,Golf7,Volkswagen Golf7,62500,2015,5,129000,Diesel,Automatique,tunis
124,Volkswagen,Polo,Volkswagen Polo,17000,2006,5,180000,Essence,Manuelle,tunis
125,Volkswagen,Golf7,Volkswagen Golf7,65000,2016,5,180000,Essence,Manuelle,tunis
126,Volkswagen,Polo,Volkswagen Polo,23000,2012,5,180000,Essence,Manuelle,tunis
127,Volkswagen,Polo,Volkswagen Polo,28000,2019,5,180000,Diesel,Manuelle,tunis
128,Volkswagen,Golf7,Volkswagen Golf7,67000,2016,5,142000,Essence,Manuelle,tunis
129,Volkswagen,Golf,Volkswagen Golf,32000,2008,5,211000,Essence,Manuelle,tunis
130,Volkswagen,Caddy,Volkswagen Caddy,38000,2016,5,98000,Diesel,Manuelle,tunis
131,Volkswagen,Golf,Volkswagen Golf,32000,2012,5,180000,Essence,Manuelle,tunis
132,Volkswagen,Polo,Volkswagen Polo,14000,2008,5,130000,Essence,Manuelle,tunis
133,Volkswagen,Polo,Volkswagen Polo,15500,2006,5,191000,Essence,Manuelle,tunis
134,Volkswagen,Golf,Volkswagen Golf,47000,2014,5,45000,Essence,Manuelle,tunis
135,Volkswagen,Golf,Volkswagen Golf,14000,2003,5,300000,Diesel,Manuelle,tunis
136,Renault,Clio4,Renault Clio4,37000,2013,5,100000,Essence,Manuelle,tunis
137,Renault,Symbol,Renault Symbol,28000,2015,5,133000,Essence,Manuelle,tunis
138,Renault,capture,Renault capture,60000,2019,5,29500,Essence,Manuelle,tunis
139,Renault,Symbol,Renault Symbol,24500,2009,5,139470,Essence,Manuelle,tunis
140,Renault,Clio3,Renault Clio3,27000,2010,5,140000,Essence,Manuelle,tunis
141,Renault,Symbol,Renault Symbol,29000,2015,5,39000,Essence,Manuelle,tunis
142,Renault,Clio4,Renault Clio4,31500,2013,5,88000,Essence,Manuelle,tunis
143,Renault,Clio3,Renault Clio3,22000,2007,5,114600,Essence,Manuelle,tunis
144,Renault,Symbol,Renault Symbol,20000,2014,5,93000,Essence,Manuelle,tunis
145,Renault,Symbol,Renault Symbol,18000,2010,5,43000,Essence,Manuelle,tunis
146,Renault,Clio4,Renault Clio4,28500,2013,5,75000,Essence,Manuelle,tunis
147,Renault,Megane,Renault Megane,13000,2007,5,180000,Diesel,Manuelle,tunis
148,Renault,Megane2,Renault Megane2,16800,2007,5,93000,Diesel,Manuelle,tunis
149,Renault,MeganeBreak,Renault MeganeBreak,16000,2009,5,200000,Diesel,Manuelle,tunis
150,Renault,Megane3,Renault Megane3,26500,2012,5,101000,Diesel,Manuelle,tunis
151,Renault,CAPTUR,Renault CAPTUR,39000,2016,5,170000,Essence,Manuelle,tunis
152,Renault,Clio,Renault Clio,37000,2017,5,100000,Essence,Manuelle,tunis
153,Renault,Clio,Renault Clio,32500,2013,5,214000,Essence,Manuelle,tunis
154,Renault,Symbol,Renault Symbol,23000,2011,5,175000,Essence,Manuelle,tunis
155,Renault,Symbol,Renault Symbol,29500,2014,5,124000,Essence,Manuelle,tunis
156,Renault,Megane,Renault Megane,42000,2015,5,180000,Diesel,Manuelle,tunis
157,Renault,Scenic,Renault Scenic,27500,2009,5,273000,Diesel,Manuelle,tunis
158,Renault,Megane,Renault Megane,25000,2011,5,260000,Diesel,Manuelle,tunis
159,Renault,Megane,Renault Megane,28000,2011,5,217000,Diesel,Manuelle,tunis
160,Renault,Clio,Renault Clio,48000,2018,5,54000,Essence,Manuelle,tunis
161,Renault,Symbol,Renault Symbol,32500,2018,5,115800,Essence,Manuelle,tunis
162,Renault,MEGANECC,Renault MEGANECC,18000,2003,5,250000,Diesel,Manuelle,tunis
163,Renault,Scenic,Renault Scenic,27000,2009,5,274000,Diesel,Manuelle,tunis
164,Renault,Clio,Renault Clio,16500,2005,5,240000,Diesel,Manuelle,tunis
165,Renault,Clio,Renault Clio,25700,2007,5,156000,Essence,Manuelle,tunis
166,Renault,Clio,Renault Clio,26500,2011,5,125000,Essence,Manuelle,tunis
167,Renault,Clio,Renault Clio,33000,2013,5,125500,Essence,Manuelle,tunis
168,Renault,Symbol,Renault Symbol,21900,2010,5,260000,Essence,Manuelle,tunis
169,Renault,Clio,Renault Clio,32000,2013,5,170000,Essence,Manuelle,tunis
170,Renault,Clio,Renault Clio,20500,2005,5,167000,Diesel,Manuelle,tunis
171,Renault,Clio,Renault Clio,36500,2014,5,124000,Essence,Manuelle,tunis
172,Renault,Clio,Renault Clio,25000,2012,5,138000,Essence,Manuelle,tunis
173,Renault,Symbol,Renault Symbol,27500,2015,5,133000,Diesel,Manuelle,tunis
174,Renault,Symbol,Renault Symbol,24200,2010,5,150000,Essence,Manuelle,tunis
175,Renault,Megane,Renault Megane,26000,2010,5,222000,Diesel,Manuelle,tunis
176,Renault,Clio,Renault Clio,34300,2018,5,78000,Essence,Manuelle,tunis
177,Renault,Clio,Renault Clio,36000,2018,5,40000,Diesel,Manuelle,tunis
178,Renault,Clio,Renault Clio,24000,2011,5,133000,Essence,Manuelle,tunis
179,Renault,Symbol,Renault Symbol,33000,2016,5,132000,Essence,Manuelle,tunis
180,Renault,Symbol,Renault Symbol,20000,2009,5,164000,Essence,Manuelle,tunis
181,Renault,Clio,Renault Clio,22000,2010,5,230000,Essence,Manuelle,tunis
182,Renault,Clio,Renault Clio,15500,2002,5,250000,Essence,Manuelle,tunis
183,Renault,Symbol,Renault Symbol,25000,2013,5,208000,Essence,Manuelle,tunis
184,Renault,Symbol,Renault Symbol,24000,2011,5,150008,Essence,Manuelle,tunis
185,Renault,Symbol5cv,Renault Symbol5cv,23000,2011,5,175000,Essence,Manuelle,tunis
186,Renault,ClioCampus,Renault ClioCampus,22500,2011,5,174000,Essence,Manuelle,tunis
187,Renault,Scenic1.5dci,Renault Scenic1.5dci,27500,2009,5,273000,Diesel,Manuelle,tunis
188,Renault,SymbolElegence,Renault SymbolElegence,29500,2014,5,124000,Essence,Manuelle,tunis
189,Renault,Clio,Renault Clio,32500,2013,5,214000,Essence,Manuelle,tunis
190,Renault,ClioClioBreakimportéeTu226,Renault ClioClioBreakimportéeTu226,48000,2018,5,54000,Essence,Manuelle,tunis
191,Renault,MEGANECC,Renault MEGANECC,18000,2003,5,250000,Diesel,Manuelle,tunis
192,Renault,Megane,Renault Megane,25000,2011,5,260000,Diesel,Manuelle,tunis
193,Renault,Symbol,Renault Symbol,32500,2018,5,115800,Essence,Manuelle,tunis
194,Renault,Megane,Renault Megane,42000,2015,5,180000,Diesel,Manuelle,tunis
195,Renault,Megane,Renault Megane,28000,2011,5,217000,Diesel,Manuelle,tunis
196,Renault,ClioClio4.Ttesoptions.,Renault ClioClio4.Ttesoptions.,37800,2013,5,75000,Essence,Manuelle,tunis
197,Renault,Megane,Renault Megane,14200,2004,5,130000,Diesel,Manuelle,tunis
198,Renault,Clio,Renault Clio,15500,2003,5,290000,Essence,Manuelle,tunis
199,Renault,Symbol,Renault Symbol,23000,2015,5,200000,Essence,Manuelle,tunis
200,Renault,Clio,Renault Clio,48500,2018,5,54000,Essence,Manuelle,tunis
201,Renault,Clio,Renault Clio,37000,2015,5,85000,Essence,Manuelle,tunis
202,Renault,Clio,Renault Clio,12000,2004,5,261000,Essence,Manuelle,tunis
203,Renault,Symbol,Renault Symbol,28000,2014,5,174000,Essence,Manuelle,tunis
204,Renault,Clio,Renault Clio,37000,2017,5,100000,Essence,Manuelle,tunis
205,Renault,Symbol,Renault Symbol,26800,2014,5,169000,Essence,Manuelle,tunis
206,Renault,Clio,Renault Clio,35000,2017,5,105000,Essence,Manuelle,tunis
207,Renault,Symbol,Renault Symbol,32800,2016,5,112000,Essence,Manuelle,tunis
208,Renault,19,Renault 19,8500,2000,5,300000,Diesel,Manuelle,tunis
209,Renault,Clio,Renault Clio,18600,2008,5,210000,Essence,Manuelle,tunis
210,Renault,Megane,Renault Megane,14500,2005,5,190000,Diesel,Manuelle,tunis
211,Renault,Symbol,Renault Symbol,20000,2010,5,180000,Diesel,Manuelle,tunis
212,Renault,capture,Renault capture,39000,2016,5,170000,Essence,Manuelle,tunis
213,Renault,Megane,Renault Megane,15500,2005,5,260000,Diesel,Manuelle,tunis
214,Renault,Scenic,Renault Scenic,27500,2009,5,274000,Diesel,Manuelle,tunis
215,Renault,Symbol,Renault Symbol,26500,2014,5,108481,Essence,Manuelle,tunis
216,Renault,Clio,Renault Clio,18500,2005,5,221000,Essence,Manuelle,tunis
217,Renault,Symbol,Renault Symbol,34500,2018,5,160000,Essence,Manuelle,tunis
218,Renault,Symbol,Renault Symbol,24500,2010,5,130000,Essence,Manuelle,tunis
219,Renault,Clio,Renault Clio,25000,2009,5,168000,Diesel,Manuelle,tunis
220,Renault,Clio,Renault Clio,10500,1995,5,250000,Essence,Manuelle,tunis
221,Renault,Symbol,Renault Symbol,29000,2015,5,152000,Essence,Manuelle,tunis
222,Renault,Twingo,Renault Twingo,12700,2004,5,237000,Essence,Manuelle,tunis
223,Renault,Clio,Renault Clio,10500,1995,5,200000,Essence,Manuelle,tunis
224,Renault,Clio,Renault Clio,10200,1993,5,239000,Essence,Manuelle,tunis
225,Renault,Clio,Renault Clio,24000,2010,5,138000,Essence,Manuelle,tunis
226,Renault,Megane,Renault Megane,15800,2004,5,270000,Diesel,Manuelle,tunis
227,Renault,Symbol,Renault Symbol,23500,2011,5,200000,Essence,Manuelle,tunis
228,Renault,Clio,Renault Clio,32800,2013,5,82800,Essence,Manuelle,tunis
229,Renault,Clio,Renault Clio,35000,2013,5,145000,Essence,Manuelle,tunis
230,Renault,Symbol,Renault Symbol,36700,2017,5,24000,Essence,Manuelle,tunis
231,Renault,Clio,Renault Clio,13000,2004,5,160000,Essence,Manuelle,tunis
232,Renault,Megane,Renault Megane,15700,2004,5,250000,Diesel,Manuelle,tunis
233,Renault,Clio,Renault Clio,38000,2017,5,2000,Essence,Manuelle,tunis
234,Renault,Clio,Renault Clio,17000,2007,5,122000,Essence,Manuelle,tunis
235,Renault,Clio,Renault Clio,11000,2005,5,160000,Essence,Manuelle,tunis
236,Renault,Megane,Renault Megane,17000,2006,5,200000,Essence,Manuelle,tunis
237,Fiat,Punto,Fiat Punto,18700,2009,5,186000,Essence,Manuelle,tunis
238,Fiat,GrandePunto,Fiat GrandePunto,19000,2010,5,186000,Essence,Manuelle,tunis
239,Fiat,Punto,Fiat Punto,14200,2007,5,157000,Essence,Manuelle,tunis
240,Fiat,Doblo,Fiat Doblo,32500,2018,5,79000,Diesel,Manuelle,tunis
241,Fiat,FIORINO,Fiat FIORINO,29000,2019,5,60000,Diesel,Manuelle,tunis
242,Fiat,Doblo,Fiat Doblo,33000,2008,5,85000,Diesel,Manuelle,tunis
243,Fiat,500,Fiat 500,33000,2015,5,120000,Essence,Manuelle,tunis
244,Fiat,Siena,Fiat Siena,20500,2005,5,115000,Essence,Manuelle,tunis
245,Fiat,500,Fiat 500,41500,2019,5,71000,Essence,Automatique,tunis
246,Fiat,Doblo,Fiat Doblo,16500,2015,5,272000,Diesel,Manuelle,tunis
247,Fiat,GrandePunto,Fiat GrandePunto,22000,2008,5,120000,Essence,Manuelle,tunis
248,Fiat,Punto,Fiat Punto,17000,2009,5,165000,Essence,Manuelle,tunis
249,Fiat,FIORINO,Fiat FIORINO,25000,2017,5,174000,Diesel,Manuelle,tunis
250,Fiat,GrandePunto,Fiat GrandePunto,25000,2010,5,56700,Essence,Manuelle,tunis
251,Fiat,GrandePunto,Fiat GrandePunto,22000,2009,5,125000,Essence,Manuelle,tunis
252,Fiat,PUNTOCLASSIC,Fiat PUNTOCLASSIC,17000,2009,5,171000,Essence,Manuelle,tunis
253,Fiat,Panda,Fiat Panda,28000,2017,5,100000,Essence,Manuelle,tunis
254,Fiat,GrandePunto,Fiat GrandePunto,21700,2010,5,126000,Essence,Manuelle,tunis
255,Fiat,500,Fiat 500,31000,2011,5,105000,Essence,Manuelle,tunis
256,Fiat,FIORINO,Fiat FIORINO,23000,2017,5,170000,Diesel,Manuelle,tunis
257,Fiat,Uno,Fiat Uno,9000,2005,5,150000,Essence,Manuelle,tunis
258,Fiat,FIORINO,Fiat FIORINO,24000,2017,5,174000,Diesel,Manuelle,tunis
259,Fiat,FIORINO,Fiat FIORINO,25000,2017,5,174000,Diesel,Manuelle,tunis
260,Fiat,GrandePunto,Fiat GrandePunto,19500,2009,5,270000,Essence,Manuelle,tunis
261,Fiat,GrandePunto,Fiat GrandePunto,22000,2014,5,154997,Essence,Manuelle,tunis
262,Fiat,Doblo,Fiat Doblo,16800,2015,5,286000,Diesel,Manuelle,tunis
263,Fiat,Punto,Fiat Punto,25000,2013,5,185000,Essence,Manuelle,tunis
264,Fiat,FiorinoQubo,Fiat FiorinoQubo,32500,2016,5,100000,Essence,Manuelle,tunis
265,Fiat,Doblo,Fiat Doblo,18000,2015,5,200000,Diesel,Manuelle,tunis
266,Fiat,Doblo,Fiat Doblo,30000,2018,5,79000,Diesel,Automatique,tunis
267,Fiat,FIORINO,Fiat FIORINO,24000,2018,5,160000,Diesel,Manuelle,tunis
268,Fiat,GrandePunto,Fiat GrandePunto,22000,2012,5,169000,Essence,Manuelle,tunis
269,Fiat,Doblo,Fiat Doblo,24000,2016,5,139687,Diesel,Manuelle,tunis
270,Fiat,Punto,Fiat Punto,17000,2008,5,222000,Essence,Manuelle,tunis
271,Fiat,GrandePunto,Fiat GrandePunto,23500,2012,5,152000,Essence,Manuelle,tunis
272,Fiat,Doblo,Fiat Doblo,23500,2016,5,117500,Diesel,Manuelle,tunis
273,Fiat,GrandePunto,Fiat GrandePunto,21500,2011,5,137987,Diesel,Manuelle,tunis
274,Fiat,Punto,Fiat Punto,17700,2008,5,157000,Essence,Manuelle,tunis
275,Fiat,Doblo,Fiat Doblo,25000,2016,5,103000,Diesel,Manuelle,tunis
276,Fiat,Doblo,Fiat Doblo,25000,2016,5,146000,Diesel,Manuelle,tunis
277,Fiat,Doblo,Fiat Doblo,18000,2019,5,50000,Diesel,Manuelle,tunis
278,Fiat,Doblo,Fiat Doblo,25500,2016,5,143000,Diesel,Manuelle,tunis
279,Fiat,FIORINO,Fiat FIORINO,27800,2017,5,100000,Diesel,Manuelle,tunis
280,Fiat,GrandePunto,Fiat GrandePunto,22000,2010,5,150000,Diesel,Manuelle,tunis
281,Fiat,GrandePunto,Fiat GrandePunto,25000,2010,5,56700,Essence,Manuelle,tunis
282,Fiat,PuntoEvo,Fiat PuntoEvo,23200,2010,5,168000,Essence,Manuelle,tunis
283,Fiat,Fiorino1.2,Fiat Fiorino1.2,23500,2017,5,150000,Diesel,Manuelle,tunis
284,Fiat,500,Fiat 500,31000,2011,5,105000,Essence,Manuelle,tunis
285,Fiat,GrandePunto,Fiat GrandePunto,21700,2010,5,126000,Essence,Manuelle,tunis
286,Fiat,DobloGasoil,Fiat DobloGasoil,16500,2015,5,272000,Diesel,Manuelle,tunis
287,Fiat,PUNTOCLASSIC,Fiat PUNTOCLASSIC,17000,2009,5,171000,Essence,Manuelle,tunis
288,Fiat,Fiorino1.2,Fiat Fiorino1.2,25000,2017,5,174000,Diesel,Manuelle,tunis
